group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
mergesort_par_n,,1,,,963425.0,ns,1
mergesort_par_n,,1,,,1839800.0,ns,2
mergesort_par_n,,1,,,2515325.0,ns,3
mergesort_par_n,,1,,,3289425.0,ns,4
mergesort_par_n,,1,,,4528083.0,ns,5
mergesort_par_n,,1,,,5317553.0,ns,6
mergesort_par_n,,1,,,5976277.0,ns,7
mergesort_par_n,,1,,,6796358.0,ns,8
mergesort_par_n,,1,,,7511213.0,ns,9
mergesort_par_n,,1,,,8388468.0,ns,10
mergesort_par_n,,1,,,9393119.0,ns,11
mergesort_par_n,,1,,,10263003.0,ns,12
mergesort_par_n,,1,,,11138528.0,ns,13
mergesort_par_n,,1,,,12290988.0,ns,14
mergesort_par_n,,1,,,12559979.0,ns,15
mergesort_par_n,,1,,,14219511.0,ns,16
mergesort_par_n,,1,,,14774510.0,ns,17
mergesort_par_n,,1,,,16121889.0,ns,18
mergesort_par_n,,1,,,16856136.0,ns,19
mergesort_par_n,,1,,,17740061.0,ns,20
mergesort_par_n,,1,,,18325941.0,ns,21
mergesort_par_n,,1,,,18952783.0,ns,22
mergesort_par_n,,1,,,20215324.0,ns,23
mergesort_par_n,,1,,,21245252.0,ns,24
mergesort_par_n,,1,,,21687506.0,ns,25
mergesort_par_n,,1,,,22691411.0,ns,26
mergesort_par_n,,1,,,24120358.0,ns,27
mergesort_par_n,,1,,,24315099.0,ns,28
mergesort_par_n,,1,,,25895823.0,ns,29
mergesort_par_n,,1,,,25846394.0,ns,30
mergesort_par_n,,1,,,26716651.0,ns,31
mergesort_par_n,,1,,,28317639.0,ns,32
mergesort_par_n,,1,,,28636527.0,ns,33
mergesort_par_n,,1,,,29383373.0,ns,34
mergesort_par_n,,1,,,31171221.0,ns,35
mergesort_par_n,,1,,,31309858.0,ns,36
mergesort_par_n,,1,,,31521980.0,ns,37
mergesort_par_n,,1,,,33081777.0,ns,38
mergesort_par_n,,1,,,34806413.0,ns,39
mergesort_par_n,,1,,,35463636.0,ns,40
mergesort_par_n,,1,,,35940681.0,ns,41
mergesort_par_n,,1,,,36602925.0,ns,42
mergesort_par_n,,1,,,37431329.0,ns,43
mergesort_par_n,,1,,,38017371.0,ns,44
mergesort_par_n,,1,,,38898184.0,ns,45
mergesort_par_n,,1,,,40578575.0,ns,46
mergesort_par_n,,1,,,41344846.0,ns,47
mergesort_par_n,,1,,,41319284.0,ns,48
mergesort_par_n,,1,,,42833313.0,ns,49
mergesort_par_n,,1,,,43778061.0,ns,50
mergesort_par_n,,1,,,44642571.0,ns,51
mergesort_par_n,,1,,,45535552.0,ns,52
mergesort_par_n,,1,,,46151020.0,ns,53
mergesort_par_n,,1,,,47055430.0,ns,54
mergesort_par_n,,1,,,47633907.0,ns,55
mergesort_par_n,,1,,,49403269.0,ns,56
mergesort_par_n,,1,,,50245799.0,ns,57
mergesort_par_n,,1,,,50636187.0,ns,58
mergesort_par_n,,1,,,52437497.0,ns,59
mergesort_par_n,,1,,,52592733.0,ns,60
mergesort_par_n,,1,,,54029979.0,ns,61
mergesort_par_n,,1,,,53238067.0,ns,62
mergesort_par_n,,1,,,55533243.0,ns,63
mergesort_par_n,,1,,,56134329.0,ns,64
mergesort_par_n,,1,,,57110754.0,ns,65
mergesort_par_n,,1,,,58078482.0,ns,66
mergesort_par_n,,1,,,58338344.0,ns,67
mergesort_par_n,,1,,,59368990.0,ns,68
mergesort_par_n,,1,,,60759440.0,ns,69
mergesort_par_n,,1,,,62295371.0,ns,70
mergesort_par_n,,1,,,61647252.0,ns,71
mergesort_par_n,,1,,,62301906.0,ns,72
mergesort_par_n,,1,,,61330494.0,ns,73
mergesort_par_n,,1,,,62799995.0,ns,74
mergesort_par_n,,1,,,64677880.0,ns,75
mergesort_par_n,,1,,,65207999.0,ns,76
mergesort_par_n,,1,,,66514806.0,ns,77
mergesort_par_n,,1,,,68473438.0,ns,78
mergesort_par_n,,1,,,68591616.0,ns,79
mergesort_par_n,,1,,,68866459.0,ns,80
mergesort_par_n,,1,,,70296402.0,ns,81
mergesort_par_n,,1,,,72163979.0,ns,82
mergesort_par_n,,1,,,71825623.0,ns,83
mergesort_par_n,,1,,,73995217.0,ns,84
mergesort_par_n,,1,,,73624707.0,ns,85
mergesort_par_n,,1,,,74221755.0,ns,86
mergesort_par_n,,1,,,75965949.0,ns,87
mergesort_par_n,,1,,,76567034.0,ns,88
mergesort_par_n,,1,,,78451768.0,ns,89
mergesort_par_n,,1,,,77327934.0,ns,90
mergesort_par_n,,1,,,78440407.0,ns,91
mergesort_par_n,,1,,,78776409.0,ns,92
mergesort_par_n,,1,,,80243063.0,ns,93
mergesort_par_n,,1,,,82723840.0,ns,94
mergesort_par_n,,1,,,82757204.0,ns,95
mergesort_par_n,,1,,,83229199.0,ns,96
mergesort_par_n,,1,,,83578897.0,ns,97
mergesort_par_n,,1,,,84761185.0,ns,98
mergesort_par_n,,1,,,87364622.0,ns,99
mergesort_par_n,,1,,,86964854.0,ns,100
