group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
merge_n,,8,,,717532.0,ns,2
merge_n,,8,,,1400533.0,ns,4
merge_n,,8,,,2099920.0,ns,6
merge_n,,8,,,2858983.0,ns,8
merge_n,,8,,,3482169.0,ns,10
merge_n,,8,,,4118802.0,ns,12
merge_n,,8,,,4865212.0,ns,14
merge_n,,8,,,5503004.0,ns,16
merge_n,,8,,,6241283.0,ns,18
merge_n,,8,,,6861566.0,ns,20
merge_n,,8,,,7574687.0,ns,22
merge_n,,8,,,8256351.0,ns,24
merge_n,,8,,,9015281.0,ns,26
merge_n,,8,,,9763607.0,ns,28
merge_n,,8,,,10326911.0,ns,30
merge_n,,8,,,11184747.0,ns,32
merge_n,,8,,,11787549.0,ns,34
merge_n,,8,,,12617076.0,ns,36
merge_n,,8,,,13103819.0,ns,38
merge_n,,8,,,13825582.0,ns,40
merge_n,,8,,,14627049.0,ns,42
merge_n,,8,,,15214352.0,ns,44
merge_n,,8,,,15928736.0,ns,46
merge_n,,8,,,16710759.0,ns,48
merge_n,,8,,,17287738.0,ns,50
merge_n,,8,,,18020112.0,ns,52
merge_n,,8,,,18807970.0,ns,54
merge_n,,8,,,19459079.0,ns,56
merge_n,,8,,,20121219.0,ns,58
merge_n,,8,,,20764580.0,ns,60
merge_n,,8,,,21606627.0,ns,62
merge_n,,8,,,22316665.0,ns,64
merge_n,,8,,,23156140.0,ns,66
merge_n,,8,,,23668120.0,ns,68
merge_n,,8,,,24511359.0,ns,70
merge_n,,8,,,25340005.0,ns,72
merge_n,,8,,,25815523.0,ns,74
merge_n,,8,,,26681072.0,ns,76
merge_n,,8,,,27372689.0,ns,78
merge_n,,8,,,27947373.0,ns,80
merge_n,,8,,,28833163.0,ns,82
merge_n,,8,,,29522677.0,ns,84
merge_n,,8,,,30118352.0,ns,86
merge_n,,8,,,30892937.0,ns,88
merge_n,,8,,,31707883.0,ns,90
merge_n,,8,,,32281871.0,ns,92
merge_n,,8,,,33048428.0,ns,94
merge_n,,8,,,33684798.0,ns,96
merge_n,,8,,,34329059.0,ns,98
merge_n,,8,,,35204675.0,ns,100
merge_n,,8,,,35830560.0,ns,102
merge_n,,8,,,36666091.0,ns,104
merge_n,,8,,,37244471.0,ns,106
merge_n,,8,,,37967242.0,ns,108
merge_n,,8,,,38770396.0,ns,110
merge_n,,8,,,39362525.0,ns,112
merge_n,,8,,,39919408.0,ns,114
merge_n,,8,,,40883761.0,ns,116
merge_n,,8,,,41394054.0,ns,118
merge_n,,8,,,42320510.0,ns,120
merge_n,,8,,,43120726.0,ns,122
merge_n,,8,,,43736423.0,ns,124
merge_n,,8,,,44322029.0,ns,126
merge_n,,8,,,44897205.0,ns,128
merge_n,,8,,,45845763.0,ns,130
merge_n,,8,,,46400941.0,ns,132
merge_n,,8,,,47158568.0,ns,134
merge_n,,8,,,47879994.0,ns,136
merge_n,,8,,,48748994.0,ns,138
merge_n,,8,,,49408860.0,ns,140
merge_n,,8,,,50161721.0,ns,142
merge_n,,8,,,50636812.0,ns,144
merge_n,,8,,,51773365.0,ns,146
merge_n,,8,,,52197806.0,ns,148
merge_n,,8,,,53131332.0,ns,150
merge_n,,8,,,53548472.0,ns,152
merge_n,,8,,,54496969.0,ns,154
merge_n,,8,,,54767018.0,ns,156
merge_n,,8,,,55501159.0,ns,158
merge_n,,8,,,56524756.0,ns,160
merge_n,,8,,,57308807.0,ns,162
merge_n,,8,,,58181474.0,ns,164
merge_n,,8,,,58440044.0,ns,166
merge_n,,8,,,59317979.0,ns,168
merge_n,,8,,,59796240.0,ns,170
merge_n,,8,,,61223826.0,ns,172
merge_n,,8,,,61255119.0,ns,174
merge_n,,8,,,62209640.0,ns,176
merge_n,,8,,,62683077.0,ns,178
merge_n,,8,,,63835324.0,ns,180
merge_n,,8,,,64467938.0,ns,182
merge_n,,8,,,65060444.0,ns,184
merge_n,,8,,,65995235.0,ns,186
merge_n,,8,,,66411454.0,ns,188
merge_n,,8,,,67104412.0,ns,190
merge_n,,8,,,67766966.0,ns,192
merge_n,,8,,,68424022.0,ns,194
merge_n,,8,,,70147278.0,ns,196
merge_n,,8,,,71419207.0,ns,198
merge_n,,8,,,72238526.0,ns,200
