group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
mergesort_n,,4,,,2402113.0,ns,1
mergesort_n,,4,,,4900785.0,ns,2
mergesort_n,,4,,,7268121.0,ns,3
mergesort_n,,4,,,9717653.0,ns,4
mergesort_n,,4,,,12238353.0,ns,5
mergesort_n,,4,,,14633804.0,ns,6
mergesort_n,,4,,,17163679.0,ns,7
mergesort_n,,4,,,19304361.0,ns,8
mergesort_n,,4,,,21769121.0,ns,9
mergesort_n,,4,,,24116039.0,ns,10
mergesort_n,,4,,,26623919.0,ns,11
mergesort_n,,4,,,29023954.0,ns,12
mergesort_n,,4,,,31477531.0,ns,13
mergesort_n,,4,,,33869075.0,ns,14
mergesort_n,,4,,,36282630.0,ns,15
mergesort_n,,4,,,38646584.0,ns,16
mergesort_n,,4,,,41061908.0,ns,17
mergesort_n,,4,,,43954769.0,ns,18
mergesort_n,,4,,,46013671.0,ns,19
mergesort_n,,4,,,48318247.0,ns,20
mergesort_n,,4,,,50819982.0,ns,21
mergesort_n,,4,,,54081853.0,ns,22
mergesort_n,,4,,,56048189.0,ns,23
mergesort_n,,4,,,58112855.0,ns,24
mergesort_n,,4,,,61459485.0,ns,25
mergesort_n,,4,,,63042505.0,ns,26
mergesort_n,,4,,,65215415.0,ns,27
mergesort_n,,4,,,67707168.0,ns,28
mergesort_n,,4,,,70199381.0,ns,29
mergesort_n,,4,,,72517199.0,ns,30
mergesort_n,,4,,,75052159.0,ns,31
mergesort_n,,4,,,77870846.0,ns,32
mergesort_n,,4,,,79881993.0,ns,33
mergesort_n,,4,,,82296761.0,ns,34
mergesort_n,,4,,,84746547.0,ns,35
mergesort_n,,4,,,87838049.0,ns,36
mergesort_n,,4,,,89583311.0,ns,37
mergesort_n,,4,,,92012678.0,ns,38
mergesort_n,,4,,,94605617.0,ns,39
mergesort_n,,4,,,96566994.0,ns,40
mergesort_n,,4,,,99649377.0,ns,41
mergesort_n,,4,,,101820400.0,ns,42
mergesort_n,,4,,,104288036.0,ns,43
mergesort_n,,4,,,106673398.0,ns,44
mergesort_n,,4,,,109405270.0,ns,45
mergesort_n,,4,,,112287786.0,ns,46
mergesort_n,,4,,,113956377.0,ns,47
mergesort_n,,4,,,116208904.0,ns,48
mergesort_n,,4,,,118762511.0,ns,49
mergesort_n,,4,,,122020921.0,ns,50
mergesort_n,,4,,,125381100.0,ns,51
mergesort_n,,4,,,126345350.0,ns,52
mergesort_n,,4,,,129658322.0,ns,53
mergesort_n,,4,,,132410223.0,ns,54
mergesort_n,,4,,,133399555.0,ns,55
mergesort_n,,4,,,135823949.0,ns,56
mergesort_n,,4,,,138663398.0,ns,57
mergesort_n,,4,,,140883900.0,ns,58
mergesort_n,,4,,,143319591.0,ns,59
mergesort_n,,4,,,145667484.0,ns,60
mergesort_n,,4,,,149081116.0,ns,61
mergesort_n,,4,,,151061148.0,ns,62
mergesort_n,,4,,,153597378.0,ns,63
mergesort_n,,4,,,155587392.0,ns,64
mergesort_n,,4,,,157713470.0,ns,65
mergesort_n,,4,,,160134055.0,ns,66
mergesort_n,,4,,,165106251.0,ns,67
mergesort_n,,4,,,166002763.0,ns,68
mergesort_n,,4,,,167657009.0,ns,69
mergesort_n,,4,,,170448283.0,ns,70
mergesort_n,,4,,,172423133.0,ns,71
mergesort_n,,4,,,176252360.0,ns,72
mergesort_n,,4,,,177648924.0,ns,73
mergesort_n,,4,,,179639611.0,ns,74
mergesort_n,,4,,,182844111.0,ns,75
mergesort_n,,4,,,184697954.0,ns,76
mergesort_n,,4,,,186872382.0,ns,77
mergesort_n,,4,,,190505163.0,ns,78
mergesort_n,,4,,,191608286.0,ns,79
mergesort_n,,4,,,195134081.0,ns,80
mergesort_n,,4,,,208877047.0,ns,81
mergesort_n,,4,,,212107347.0,ns,82
mergesort_n,,4,,,201743875.0,ns,83
mergesort_n,,4,,,203666205.0,ns,84
mergesort_n,,4,,,207446034.0,ns,85
mergesort_n,,4,,,208788058.0,ns,86
mergesort_n,,4,,,211827659.0,ns,87
mergesort_n,,4,,,214001712.0,ns,88
mergesort_n,,4,,,216732082.0,ns,89
mergesort_n,,4,,,219556605.0,ns,90
mergesort_n,,4,,,222123910.0,ns,91
mergesort_n,,4,,,224716822.0,ns,92
mergesort_n,,4,,,226451912.0,ns,93
mergesort_n,,4,,,229471807.0,ns,94
mergesort_n,,4,,,230632414.0,ns,95
mergesort_n,,4,,,234538143.0,ns,96
mergesort_n,,4,,,235580390.0,ns,97
mergesort_n,,4,,,238518106.0,ns,98
mergesort_n,,4,,,240977230.0,ns,99
mergesort_n,,4,,,244255311.0,ns,100
