group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
merge_n,,5,,,690715.0,ns,2
merge_n,,5,,,1358905.0,ns,4
merge_n,,5,,,2026953.0,ns,6
merge_n,,5,,,2894811.0,ns,8
merge_n,,5,,,3504093.0,ns,10
merge_n,,5,,,4292430.0,ns,12
merge_n,,5,,,5064333.0,ns,14
merge_n,,5,,,5466026.0,ns,16
merge_n,,5,,,6276431.0,ns,18
merge_n,,5,,,6956719.0,ns,20
merge_n,,5,,,7687072.0,ns,22
merge_n,,5,,,8413083.0,ns,24
merge_n,,5,,,9491495.0,ns,26
merge_n,,5,,,10469916.0,ns,28
merge_n,,5,,,10841410.0,ns,30
merge_n,,5,,,11331585.0,ns,32
merge_n,,5,,,11989985.0,ns,34
merge_n,,5,,,12756721.0,ns,36
merge_n,,5,,,13448293.0,ns,38
merge_n,,5,,,14060836.0,ns,40
merge_n,,5,,,15017920.0,ns,42
merge_n,,5,,,15439983.0,ns,44
merge_n,,5,,,15997513.0,ns,46
merge_n,,5,,,17488989.0,ns,48
merge_n,,5,,,18762078.0,ns,50
merge_n,,5,,,19255173.0,ns,52
merge_n,,5,,,19488450.0,ns,54
merge_n,,5,,,19994158.0,ns,56
merge_n,,5,,,21071924.0,ns,58
merge_n,,5,,,21099865.0,ns,60
merge_n,,5,,,21535043.0,ns,62
merge_n,,5,,,22246207.0,ns,64
merge_n,,5,,,22711600.0,ns,66
merge_n,,5,,,23570019.0,ns,68
merge_n,,5,,,24147722.0,ns,70
merge_n,,5,,,24785842.0,ns,72
merge_n,,5,,,26075833.0,ns,74
merge_n,,5,,,27099155.0,ns,76
merge_n,,5,,,27873753.0,ns,78
merge_n,,5,,,29581865.0,ns,80
merge_n,,5,,,29620067.0,ns,82
merge_n,,5,,,29955393.0,ns,84
merge_n,,5,,,31121561.0,ns,86
merge_n,,5,,,32160783.0,ns,88
merge_n,,5,,,32308909.0,ns,90
merge_n,,5,,,33099619.0,ns,92
merge_n,,5,,,33553826.0,ns,94
merge_n,,5,,,35128621.0,ns,96
merge_n,,5,,,36096589.0,ns,98
merge_n,,5,,,36691980.0,ns,100
merge_n,,5,,,37796378.0,ns,102
merge_n,,5,,,38636415.0,ns,104
merge_n,,5,,,39852955.0,ns,106
merge_n,,5,,,39092133.0,ns,108
merge_n,,5,,,39511223.0,ns,110
merge_n,,5,,,40078057.0,ns,112
merge_n,,5,,,40153007.0,ns,114
merge_n,,5,,,40435843.0,ns,116
merge_n,,5,,,41767245.0,ns,118
merge_n,,5,,,43246771.0,ns,120
merge_n,,5,,,43812391.0,ns,122
merge_n,,5,,,44538222.0,ns,124
merge_n,,5,,,44714148.0,ns,126
merge_n,,5,,,45619010.0,ns,128
merge_n,,5,,,46077118.0,ns,130
merge_n,,5,,,47454346.0,ns,132
merge_n,,5,,,47711956.0,ns,134
merge_n,,5,,,48307372.0,ns,136
merge_n,,5,,,48287217.0,ns,138
merge_n,,5,,,51372681.0,ns,140
merge_n,,5,,,51867537.0,ns,142
merge_n,,5,,,51864233.0,ns,144
merge_n,,5,,,52936563.0,ns,146
merge_n,,5,,,52825512.0,ns,148
merge_n,,5,,,54673811.0,ns,150
merge_n,,5,,,54189734.0,ns,152
merge_n,,5,,,53850874.0,ns,154
merge_n,,5,,,54541879.0,ns,156
merge_n,,5,,,55082058.0,ns,158
merge_n,,5,,,56075119.0,ns,160
merge_n,,5,,,57517252.0,ns,162
merge_n,,5,,,58412312.0,ns,164
merge_n,,5,,,58643738.0,ns,166
merge_n,,5,,,59939257.0,ns,168
merge_n,,5,,,60207440.0,ns,170
merge_n,,5,,,61663904.0,ns,172
merge_n,,5,,,61227835.0,ns,174
merge_n,,5,,,62848907.0,ns,176
merge_n,,5,,,63267576.0,ns,178
merge_n,,5,,,63203633.0,ns,180
merge_n,,5,,,64577630.0,ns,182
merge_n,,5,,,65057472.0,ns,184
merge_n,,5,,,65701971.0,ns,186
merge_n,,5,,,66619440.0,ns,188
merge_n,,5,,,67696242.0,ns,190
merge_n,,5,,,67618387.0,ns,192
merge_n,,5,,,68476720.0,ns,194
merge_n,,5,,,69550847.0,ns,196
merge_n,,5,,,69404963.0,ns,198
merge_n,,5,,,71205835.0,ns,200
