group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
mergesort_par_n,,8,,,914796.0,ns,1
mergesort_par_n,,8,,,1712614.0,ns,2
mergesort_par_n,,8,,,2525928.0,ns,3
mergesort_par_n,,8,,,3464636.0,ns,4
mergesort_par_n,,8,,,4109735.0,ns,5
mergesort_par_n,,8,,,4981623.0,ns,6
mergesort_par_n,,8,,,5898092.0,ns,7
mergesort_par_n,,8,,,6791843.0,ns,8
mergesort_par_n,,8,,,7339850.0,ns,9
mergesort_par_n,,8,,,8260774.0,ns,10
mergesort_par_n,,8,,,9577385.0,ns,11
mergesort_par_n,,8,,,10402452.0,ns,12
mergesort_par_n,,8,,,11076381.0,ns,13
mergesort_par_n,,8,,,11822343.0,ns,14
mergesort_par_n,,8,,,12583217.0,ns,15
mergesort_par_n,,8,,,13315417.0,ns,16
mergesort_par_n,,8,,,14443059.0,ns,17
mergesort_par_n,,8,,,15526811.0,ns,18
mergesort_par_n,,8,,,15891144.0,ns,19
mergesort_par_n,,8,,,16851301.0,ns,20
mergesort_par_n,,8,,,17630906.0,ns,21
mergesort_par_n,,8,,,18683725.0,ns,22
mergesort_par_n,,8,,,19335324.0,ns,23
mergesort_par_n,,8,,,20225722.0,ns,24
mergesort_par_n,,8,,,21327033.0,ns,25
mergesort_par_n,,8,,,21420271.0,ns,26
mergesort_par_n,,8,,,22487373.0,ns,27
mergesort_par_n,,8,,,23640463.0,ns,28
mergesort_par_n,,8,,,23621445.0,ns,29
mergesort_par_n,,8,,,25569646.0,ns,30
mergesort_par_n,,8,,,25647682.0,ns,31
mergesort_par_n,,8,,,26949216.0,ns,32
mergesort_par_n,,8,,,27500614.0,ns,33
mergesort_par_n,,8,,,27794345.0,ns,34
mergesort_par_n,,8,,,28380844.0,ns,35
mergesort_par_n,,8,,,29700974.0,ns,36
mergesort_par_n,,8,,,30280804.0,ns,37
mergesort_par_n,,8,,,31268945.0,ns,38
mergesort_par_n,,8,,,32148445.0,ns,39
mergesort_par_n,,8,,,32062148.0,ns,40
mergesort_par_n,,8,,,33562367.0,ns,41
mergesort_par_n,,8,,,34620480.0,ns,42
mergesort_par_n,,8,,,35151235.0,ns,43
mergesort_par_n,,8,,,38152836.0,ns,44
mergesort_par_n,,8,,,37498533.0,ns,45
mergesort_par_n,,8,,,38372898.0,ns,46
mergesort_par_n,,8,,,39298380.0,ns,47
mergesort_par_n,,8,,,40353016.0,ns,48
mergesort_par_n,,8,,,41982969.0,ns,49
mergesort_par_n,,8,,,42027870.0,ns,50
mergesort_par_n,,8,,,43352457.0,ns,51
mergesort_par_n,,8,,,43817660.0,ns,52
mergesort_par_n,,8,,,44634792.0,ns,53
mergesort_par_n,,8,,,45241520.0,ns,54
mergesort_par_n,,8,,,45507306.0,ns,55
mergesort_par_n,,8,,,47509036.0,ns,56
mergesort_par_n,,8,,,47151003.0,ns,57
mergesort_par_n,,8,,,48283862.0,ns,58
mergesort_par_n,,8,,,48522764.0,ns,59
mergesort_par_n,,8,,,50500662.0,ns,60
mergesort_par_n,,8,,,50968718.0,ns,61
mergesort_par_n,,8,,,52639756.0,ns,62
mergesort_par_n,,8,,,53417499.0,ns,63
mergesort_par_n,,8,,,53095407.0,ns,64
mergesort_par_n,,8,,,54546782.0,ns,65
mergesort_par_n,,8,,,55711857.0,ns,66
mergesort_par_n,,8,,,56040030.0,ns,67
mergesort_par_n,,8,,,58303997.0,ns,68
mergesort_par_n,,8,,,58367155.0,ns,69
mergesort_par_n,,8,,,58486301.0,ns,70
mergesort_par_n,,8,,,59459065.0,ns,71
mergesort_par_n,,8,,,60426982.0,ns,72
mergesort_par_n,,8,,,62610461.0,ns,73
mergesort_par_n,,8,,,61662334.0,ns,74
mergesort_par_n,,8,,,63433689.0,ns,75
mergesort_par_n,,8,,,64166024.0,ns,76
mergesort_par_n,,8,,,64994522.0,ns,77
mergesort_par_n,,8,,,65008993.0,ns,78
mergesort_par_n,,8,,,66659930.0,ns,79
mergesort_par_n,,8,,,66968353.0,ns,80
mergesort_par_n,,8,,,68206001.0,ns,81
mergesort_par_n,,8,,,68742276.0,ns,82
mergesort_par_n,,8,,,70848575.0,ns,83
mergesort_par_n,,8,,,70900763.0,ns,84
mergesort_par_n,,8,,,71430718.0,ns,85
mergesort_par_n,,8,,,72410823.0,ns,86
mergesort_par_n,,8,,,72290400.0,ns,87
mergesort_par_n,,8,,,73070194.0,ns,88
mergesort_par_n,,8,,,73550255.0,ns,89
mergesort_par_n,,8,,,74019360.0,ns,90
mergesort_par_n,,8,,,75360925.0,ns,91
mergesort_par_n,,8,,,76078542.0,ns,92
mergesort_par_n,,8,,,76142260.0,ns,93
mergesort_par_n,,8,,,77289607.0,ns,94
mergesort_par_n,,8,,,79103030.0,ns,95
mergesort_par_n,,8,,,79430033.0,ns,96
mergesort_par_n,,8,,,79171917.0,ns,97
mergesort_par_n,,8,,,80936402.0,ns,98
mergesort_par_n,,8,,,81837806.0,ns,99
mergesort_par_n,,8,,,82486574.0,ns,100
